Step;name: no_q_coord - Train/train_success;name: no_q_coord - Train/train_success__MIN;name: no_q_coord - Train/train_success__MAX;name: no_coord_w - Train/train_success;name: no_coord_w - Train/train_success__MIN;name: no_coord_w - Train/train_success__MAX;name: inverse_mask - Train/train_success;name: inverse_mask - Train/train_success__MIN;name: inverse_mask - Train/train_success__MAX;name: true_mask - Train/train_success;name: true_mask - Train/train_success__MIN;name: true_mask - Train/train_success__MAX;name: eval - Train/train_success;name: eval - Train/train_success__MIN;name: eval - Train/train_success__MAX
3950;1;1;1;8;8;8;5;5;5;1;1;1;8;8;8
3960;6;6;6;4;4;4;3;3;3;2;2;2;1;1;1
3971;4;4;4;5;5;5;0;0;0;3;3;3;4;4;4
3981;2;2;2;3;3;3;1;1;1;5;5;5;10;10;10
3991;4;4;4;0;0;0;5;5;5;3;3;3;6;6;6
4001;0;0;0;0;0;0;4;4;4;2;2;2;2;2;2
4011;4;4;4;2;2;2;1;1;1;7;7;7;6;6;6
4021;1;1;1;4;4;4;4;4;4;2;2;2;5;5;5
4031;4;4;4;1;1;1;4;4;4;4;4;4;2;2;2
4041;5;5;5;3;3;3;2;2;2;3;3;3;4;4;4
4051;7;7;7;5;5;5;3;3;3;0;0;0;5;5;5
4061;8;8;8;5;5;5;3;3;3;0;0;0;5;5;5
4072;5;5;5;4;4;4;5;5;5;2;2;2;6;6;6
4082;5;5;5;3;3;3;1;1;1;0;0;0;2;2;2
4092;5;5;5;2;2;2;2;2;2;1;1;1;5;5;5
4102;4;4;4;2;2;2;5;5;5;1;1;1;3;3;3
4112;0;0;0;0;0;0;4;4;4;2;2;2;5;5;5
4123;3;3;3;4;4;4;3;3;3;1;1;1;3;3;3
4133;4;4;4;2;2;2;4;4;4;2;2;2;5;5;5
4143;2;2;2;4;4;4;1;1;1;2;2;2;4;4;4
4153;1;1;1;2;2;2;2;2;2;5;5;5;4;4;4
4163;3;3;3;2;2;2;7;7;7;1;1;1;6;6;6
4174;3;3;3;3;3;3;3;3;3;1;1;1;7;7;7
4184;5;5;5;5;5;5;4;4;4;0;0;0;5;5;5
4194;9;9;9;0;0;0;4;4;4;0;0;0;4;4;4
4204;3;3;3;0;0;0;6;6;6;1;1;1;7;7;7
4214;6;6;6;6;6;6;2;2;2;1;1;1;9;9;9
4225;3;3;3;2;2;2;7;7;7;5;5;5;6;6;6
4235;4;4;4;5;5;5;3;3;3;4;4;4;3;3;3
4245;0;0;0;4;4;4;4;4;4;5;5;5;5;5;5
4255;1;1;1;3;3;3;1;1;1;3;3;3;6;6;6
4265;0;0;0;4;4;4;5;5;5;3;3;3;5;5;5
4276;0;0;0;3;3;3;5;5;5;1;1;1;4;4;4
4286;1;1;1;6;6;6;2;2;2;4;4;4;6;6;6
4296;2;2;2;5;5;5;4;4;4;9;9;9;2;2;2
4306;3;3;3;5;5;5;4;4;4;6;6;6;7;7;7
4316;3;3;3;3;3;3;6;6;6;0;0;0;5;5;5
4327;4;4;4;5;5;5;3;3;3;3;3;3;3;3;3
4337;1;1;1;1;1;1;6;6;6;5;5;5;3;3;3
4347;5;5;5;4;4;4;4;4;4;6;6;6;2;2;2
4357;4;4;4;7;7;7;7;7;7;4;4;4;7;7;7
4367;2;2;2;6;6;6;2;2;2;0;0;0;4;4;4
4378;6;6;6;3;3;3;6;6;6;2;2;2;3;3;3
4388;4;4;4;5;5;5;3;3;3;3;3;3;5;5;5
4398;5;5;5;0;0;0;1;1;1;1;1;1;9;9;9
4408;3;3;3;1;1;1;3;3;3;3;3;3;1;1;1
4418;5;5;5;3;3;3;5;5;5;0;0;0;5;5;5
4429;11;11;11;6;6;6;6;6;6;2;2;2;5;5;5
4439;8;8;8;2;2;2;4;4;4;1;1;1;3;3;3
4449;1;1;1;4;4;4;0;0;0;4;4;4;3;3;3
4459;7;7;7;7;7;7;3;3;3;1;1;1;6;6;6
4469;6;6;6;5;5;5;2;2;2;2;2;2;11;11;11
4480;6;6;6;2;2;2;4;4;4;1;1;1;9;9;9
4490;1;1;1;3;3;3;2;2;2;2;2;2;6;6;6
4500;7;7;7;6;6;6;3;3;3;2;2;2;6;6;6
4510;2;2;2;7;7;7;5;5;5;3;3;3;4;4;4
4520;2;2;2;7;7;7;0;0;0;2;2;2;7;7;7
4530;4;4;4;4;4;4;0;0;0;2;2;2;11;11;11
4540;2;2;2;1;1;1;2;2;2;1;1;1;10;10;10
4550;4;4;4;2;2;2;6;6;6;2;2;2;5;5;5
4560;8;8;8;2;2;2;1;1;1;4;4;4;8;8;8
4570;3;3;3;3;3;3;5;5;5;0;0;0;6;6;6
4581;8;8;8;4;4;4;5;5;5;0;0;0;5;5;5
4591;6;6;6;4;4;4;5;5;5;4;4;4;3;3;3
4601;3;3;3;5;5;5;3;3;3;3;3;3;6;6;6
4611;3;3;3;0;0;0;2;2;2;2;2;2;6;6;6
4621;5;5;5;5;5;5;1;1;1;3;3;3;5;5;5
4632;7;7;7;7;7;7;4;4;4;1;1;1;4;4;4
4642;6;6;6;4;4;4;5;5;5;3;3;3;5;5;5
4652;2;2;2;6;6;6;5;5;5;7;7;7;4;4;4
4662;8;8;8;5;5;5;2;2;2;1;1;1;3;3;3
4672;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3
4683;7;7;7;3;3;3;5;5;5;1;1;1;7;7;7
4693;7;7;7;3;3;3;1;1;1;3;3;3;4;4;4
4703;5;5;5;6;6;6;4;4;4;0;0;0;11;11;11
4713;5;5;5;2;2;2;6;6;6;1;1;1;8;8;8
4723;7;7;7;2;2;2;6;6;6;1;1;1;4;4;4
4734;5;5;5;4;4;4;7;7;7;3;3;3;6;6;6
4744;9;9;9;7;7;7;7;7;7;3;3;3;5;5;5
4754;3;3;3;4;4;4;7;7;7;1;1;1;7;7;7
4764;4;4;4;6;6;6;1;1;1;1;1;1;9;9;9
4774;2;2;2;6;6;6;0;0;0;6;6;6;6;6;6
4785;1;1;1;2;2;2;7;7;7;5;5;5;5;5;5
4795;3;3;3;5;5;5;3;3;3;3;3;3;9;9;9
4805;2;2;2;8;8;8;3;3;3;7;7;7;8;8;8
4815;3;3;3;5;5;5;4;4;4;4;4;4;5;5;5
4825;4;4;4;7;7;7;1;1;1;0;0;0;6;6;6
4836;4;4;4;6;6;6;5;5;5;2;2;2;3;3;3
4846;5;5;5;5;5;5;1;1;1;0;0;0;3;3;3
4856;3;3;3;3;3;3;4;4;4;0;0;0;4;4;4
4866;3;3;3;3;3;3;3;3;3;3;3;3;8;8;8
4876;2;2;2;3;3;3;1;1;1;2;2;2;4;4;4
4887;7;7;7;2;2;2;1;1;1;0;0;0;5;5;5
4897;1;1;1;4;4;4;6;6;6;0;0;0;10;10;10
4907;2;2;2;1;1;1;4;4;4;1;1;1;2;2;2
4917;1;1;1;2;2;2;4;4;4;4;4;4;3;3;3
4927;4;4;4;4;4;4;3;3;3;4;4;4;3;3;3
4938;4;4;4;2;2;2;5;5;5;3;3;3;5;5;5
4948;3;3;3;5;5;5;4;4;4;2;2;2;6;6;6
4958;4;4;4;3;3;3;2;2;2;2;2;2;6;6;6
4968;3;3;3;2;2;2;0;0;0;0;0;0;5;5;5
4978;3;3;3;6;6;6;5;5;5;4;4;4;4;4;4
4989;5;5;5;2;2;2;7;7;7;0;0;0;2;2;2
4999;4;4;4;5;5;5;4;4;4;2;2;2;2;2;2
5009;3;3;3;8;8;8;5;5;5;2;2;2;2;2;2
5019;4;4;4;2;2;2;9;9;9;0;0;0;5;5;5
5029;2;2;2;7;7;7;5;5;5;3;3;3;4;4;4
5039;5;5;5;1;1;1;1;1;1;2;2;2;4;4;4
5049;2;2;2;3;3;3;2;2;2;1;1;1;8;8;8
5059;2;2;2;4;4;4;2;2;2;4;4;4;3;3;3
5069;6;6;6;0;0;0;6;6;6;0;0;0;5;5;5
5079;4;4;4;9;9;9;2;2;2;3;3;3;9;9;9
5090;8;8;8;6;6;6;5;5;5;4;4;4;8;8;8
5100;7;7;7;2;2;2;0;0;0;1;1;1;7;7;7
5110;5;5;5;3;3;3;0;0;0;4;4;4;7;7;7
5120;2;2;2;5;5;5;4;4;4;1;1;1;2;2;2
5130;10;10;10;2;2;2;2;2;2;3;3;3;6;6;6
5141;4;4;4;5;5;5;3;3;3;1;1;1;8;8;8
5151;3;3;3;4;4;4;3;3;3;0;0;0;6;6;6
5161;4;4;4;5;5;5;3;3;3;4;4;4;7;7;7
5171;3;3;3;2;2;2;6;6;6;5;5;5;6;6;6
5181;6;6;6;4;4;4;3;3;3;2;2;2;9;9;9
5192;4;4;4;5;5;5;9;9;9;0;0;0;7;7;7
5202;5;5;5;2;2;2;8;8;8;2;2;2;6;6;6
5212;9;9;9;4;4;4;6;6;6;1;1;1;5;5;5
5222;1;1;1;2;2;2;8;8;8;3;3;3;9;9;9
5232;6;6;6;9;9;9;1;1;1;2;2;2;9;9;9
5243;4;4;4;6;6;6;4;4;4;1;1;1;5;5;5
5253;2;2;2;5;5;5;4;4;4;0;0;0;7;7;7
5263;1;1;1;3;3;3;4;4;4;0;0;0;10;10;10
5273;5;5;5;4;4;4;8;8;8;2;2;2;4;4;4
5283;4;4;4;3;3;3;8;8;8;2;2;2;4;4;4
5294;7;7;7;6;6;6;10;10;10;1;1;1;7;7;7
5304;9;9;9;6;6;6;4;4;4;5;5;5;5;5;5
5314;3;3;3;2;2;2;1;1;1;3;3;3;5;5;5
5324;5;5;5;3;3;3;1;1;1;0;0;0;6;6;6
5334;4;4;4;4;4;4;2;2;2;2;2;2;8;8;8
5345;8;8;8;0;0;0;5;5;5;1;1;1;5;5;5
5355;7;7;7;5;5;5;2;2;2;1;1;1;11;11;11
5365;4;4;4;2;2;2;5;5;5;3;3;3;6;6;6
5375;8;8;8;4;4;4;2;2;2;2;2;2;5;5;5
5385;5;5;5;5;5;5;2;2;2;5;5;5;8;8;8
5396;4;4;4;4;4;4;1;1;1;3;3;3;11;11;11
5406;3;3;3;7;7;7;4;4;4;1;1;1;9;9;9
5416;5;5;5;3;3;3;6;6;6;7;7;7;1;1;1
5426;4;4;4;4;4;4;5;5;5;3;3;3;7;7;7
5436;3;3;3;3;3;3;3;3;3;1;1;1;4;4;4
5447;6;6;6;5;5;5;6;6;6;4;4;4;7;7;7
5457;5;5;5;2;2;2;3;3;3;0;0;0;8;8;8
5467;10;10;10;7;7;7;6;6;6;0;0;0;8;8;8
5477;7;7;7;2;2;2;8;8;8;1;1;1;6;6;6
5487;5;5;5;3;3;3;4;4;4;2;2;2;2;2;2
5498;8;8;8;7;7;7;6;6;6;0;0;0;6;6;6
5508;4;4;4;4;4;4;8;8;8;2;2;2;2;2;2
5518;2;2;2;2;2;2;6;6;6;0;0;0;5;5;5
5528;5;5;5;2;2;2;3;3;3;0;0;0;1;1;1
5538;4;4;4;2;2;2;3;3;3;2;2;2;12;12;12
5548;1;1;1;7;7;7;3;3;3;2;2;2;8;8;8
5558;4;4;4;0;0;0;2;2;2;0;0;0;5;5;5
5568;3;3;3;3;3;3;0;0;0;6;6;6;6;6;6
5578;1;1;1;0;0;0;2;2;2;0;0;0;6;6;6
5588;3;3;3;3;3;3;2;2;2;5;5;5;6;6;6
5599;4;4;4;4;4;4;3;3;3;5;5;5;5;5;5
5609;2;2;2;7;7;7;1;1;1;5;5;5;7;7;7
5619;5;5;5;0;0;0;3;3;3;1;1;1;3;3;3
5629;4;4;4;3;3;3;6;6;6;2;2;2;5;5;5
5639;2;2;2;4;4;4;7;7;7;2;2;2;7;7;7
5650;3;3;3;5;5;5;5;5;5;5;5;5;8;8;8
5660;4;4;4;2;2;2;6;6;6;1;1;1;4;4;4
5670;1;1;1;1;1;1;4;4;4;0;0;0;3;3;3
5680;3;3;3;8;8;8;5;5;5;1;1;1;10;10;10
5690;3;3;3;8;8;8;4;4;4;5;5;5;4;4;4
5701;0;0;0;4;4;4;3;3;3;3;3;3;10;10;10
5711;1;1;1;7;7;7;7;7;7;0;0;0;3;3;3
5721;4;4;4;4;4;4;6;6;6;3;3;3;5;5;5
5731;4;4;4;1;1;1;6;6;6;2;2;2;8;8;8
5741;5;5;5;4;4;4;3;3;3;1;1;1;8;8;8
5752;3;3;3;10;10;10;8;8;8;1;1;1;7;7;7
5762;2;2;2;9;9;9;6;6;6;3;3;3;6;6;6
5772;3;3;3;4;4;4;4;4;4;1;1;1;4;4;4
5782;6;6;6;3;3;3;8;8;8;4;4;4;8;8;8
5792;4;4;4;4;4;4;5;5;5;5;5;5;4;4;4
5803;6;6;6;3;3;3;4;4;4;1;1;1;5;5;5
5813;7;7;7;7;7;7;9;9;9;2;2;2;6;6;6
5823;1;1;1;5;5;5;5;5;5;4;4;4;8;8;8
5833;4;4;4;4;4;4;4;4;4;0;0;0;6;6;6
5843;1;1;1;3;3;3;3;3;3;1;1;1;3;3;3
5854;4;4;4;0;0;0;5;5;5;1;1;1;5;5;5
5864;6;6;6;3;3;3;5;5;5;3;3;3;3;3;3
5874;5;5;5;5;5;5;4;4;4;1;1;1;5;5;5
5884;4;4;4;4;4;4;4;4;4;5;5;5;7;7;7
5894;3;3;3;8;8;8;5;5;5;1;1;1;4;4;4
5905;1;1;1;4;4;4;5;5;5;5;5;5;9;9;9
5915;1;1;1;0;0;0;3;3;3;2;2;2;1;1;1
5925;3;3;3;4;4;4;2;2;2;0;0;0;7;7;7
5935;5;5;5;4;4;4;6;6;6;3;3;3;5;5;5
5945;4;4;4;5;5;5;3;3;3;5;5;5;7;7;7
5956;5;5;5;5;5;5;2;2;2;2;2;2;3;3;3
5966;5;5;5;10;10;10;1;1;1;8;8;8;4;4;4
5976;3;3;3;4;4;4;6;6;6;3;3;3;7;7;7
5986;7;7;7;2;2;2;3;3;3;1;1;1;7;7;7
5996;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2
6007;3;3;3;2;2;2;0;0;0;2;2;2;1;1;1
6017;3;3;3;3;3;3;3;3;3;2;2;2;6;6;6
6027;1;1;1;4;4;4;6;6;6;5;5;5;9;9;9
6037;2;2;2;3;3;3;7;7;7;1;1;1;4;4;4
6047;3;3;3;4;4;4;5;5;5;5;5;5;2;2;2
6057;1;1;1;8;8;8;9;9;9;3;3;3;4;4;4
6067;3;3;3;3;3;3;3;3;3;2;2;2;11;11;11
6077;5;5;5;2;2;2;6;6;6;9;9;9;4;4;4
6087;3;3;3;8;8;8;7;7;7;2;2;2;1;1;1
6097;2;2;2;6;6;6;6;6;6;5;5;5;4;4;4
6108;4;4;4;7;7;7;6;6;6;3;3;3;3;3;3
6118;4;4;4;3;3;3;2;2;2;2;2;2;4;4;4
6128;2;2;2;7;7;7;4;4;4;7;7;7;6;6;6
6138;4;4;4;2;2;2;6;6;6;5;5;5;8;8;8
6148;2;2;2;5;5;5;3;3;3;2;2;2;7;7;7
6159;4;4;4;6;6;6;8;8;8;1;1;1;4;4;4
6169;3;3;3;4;4;4;1;1;1;2;2;2;5;5;5
6179;1;1;1;2;2;2;4;4;4;1;1;1;8;8;8
6189;5;5;5;7;7;7;3;3;3;6;6;6;9;9;9
6199;3;3;3;3;3;3;8;8;8;2;2;2;10;10;10
6210;1;1;1;7;7;7;3;3;3;3;3;3;6;6;6
6220;3;3;3;5;5;5;2;2;2;1;1;1;7;7;7
6230;3;3;3;3;3;3;7;7;7;5;5;5;5;5;5
6240;1;1;1;4;4;4;7;7;7;2;2;2;5;5;5
6250;5;5;5;6;6;6;4;4;4;1;1;1;5;5;5
6261;3;3;3;2;2;2;8;8;8;4;4;4;6;6;6
6271;2;2;2;4;4;4;4;4;4;2;2;2;3;3;3
6281;6;6;6;4;4;4;7;7;7;5;5;5;7;7;7
6291;2;2;2;5;5;5;2;2;2;3;3;3;3;3;3
6301;5;5;5;8;8;8;7;7;7;4;4;4;5;5;5
6312;5;5;5;2;2;2;8;8;8;2;2;2;6;6;6
6322;7;7;7;3;3;3;8;8;8;3;3;3;3;3;3
6332;2;2;2;6;6;6;5;5;5;3;3;3;2;2;2
6342;2;2;2;8;8;8;4;4;4;5;5;5;7;7;7
6352;5;5;5;6;6;6;6;6;6;8;8;8;2;2;2
6363;7;7;7;6;6;6;2;2;2;2;2;2;8;8;8
6373;3;3;3;4;4;4;7;7;7;4;4;4;10;10;10
6383;4;4;4;5;5;5;4;4;4;1;1;1;4;4;4
6393;2;2;2;5;5;5;1;1;1;4;4;4;7;7;7
6403;5;5;5;9;9;9;4;4;4;1;1;1;7;7;7
6414;3;3;3;3;3;3;3;3;3;1;1;1;3;3;3
6424;6;6;6;5;5;5;5;5;5;1;1;1;1;1;1
6434;3;3;3;4;4;4;1;1;1;2;2;2;6;6;6
6444;5;5;5;6;6;6;11;11;11;2;2;2;8;8;8
6454;2;2;2;4;4;4;4;4;4;3;3;3;5;5;5
6465;4;4;4;6;6;6;8;8;8;5;5;5;10;10;10
6475;2;2;2;9;9;9;1;1;1;4;4;4;7;7;7
6485;6;6;6;7;7;7;4;4;4;3;3;3;7;7;7
6495;3;3;3;5;5;5;2;2;2;2;2;2;6;6;6
6505;5;5;5;3;3;3;10;10;10;1;1;1;6;6;6
6516;7;7;7;8;8;8;4;4;4;2;2;2;2;2;2
6526;7;7;7;5;5;5;0;0;0;6;6;6;7;7;7
6536;2;2;2;5;5;5;6;6;6;3;3;3;9;9;9
6546;5;5;5;3;3;3;4;4;4;7;7;7;7;7;7
6556;6;6;6;5;5;5;9;9;9;2;2;2;4;4;4
6566;2;2;2;7;7;7;1;1;1;5;5;5;5;5;5
6576;5;5;5;4;4;4;7;7;7;1;1;1;7;7;7
6586;7;7;7;9;9;9;9;9;9;4;4;4;6;6;6
6596;3;3;3;8;8;8;4;4;4;3;3;3;4;4;4
6606;2;2;2;5;5;5;6;6;6;6;6;6;3;3;3
6617;5;5;5;8;8;8;4;4;4;6;6;6;8;8;8
6627;7;7;7;4;4;4;8;8;8;3;3;3;4;4;4
6637;3;3;3;4;4;4;3;3;3;6;6;6;4;4;4
6647;4;4;4;6;6;6;2;2;2;4;4;4;6;6;6
6657;1;1;1;6;6;6;4;4;4;3;3;3;5;5;5
6668;3;3;3;8;8;8;6;6;6;3;3;3;4;4;4
6678;3;3;3;6;6;6;4;4;4;3;3;3;1;1;1
6688;4;4;4;2;2;2;7;7;7;5;5;5;10;10;10
6698;1;1;1;4;4;4;7;7;7;1;1;1;4;4;4
6708;2;2;2;10;10;10;3;3;3;2;2;2;9;9;9
6719;5;5;5;5;5;5;1;1;1;0;0;0;5;5;5
6729;3;3;3;6;6;6;5;5;5;4;4;4;5;5;5
6739;1;1;1;5;5;5;4;4;4;2;2;2;5;5;5
6749;2;2;2;4;4;4;7;7;7;6;6;6;7;7;7
6759;5;5;5;3;3;3;5;5;5;3;3;3;7;7;7
6770;3;3;3;6;6;6;5;5;5;4;4;4;4;4;4
6780;5;5;5;7;7;7;6;6;6;6;6;6;6;6;6
6790;2;2;2;4;4;4;7;7;7;1;1;1;5;5;5
6800;4;4;4;5;5;5;6;6;6;4;4;4;9;9;9
6810;2;2;2;6;6;6;6;6;6;2;2;2;4;4;4
6821;2;2;2;5;5;5;0;0;0;4;4;4;10;10;10
6831;5;5;5;7;7;7;9;9;9;4;4;4;4;4;4
6841;5;5;5;8;8;8;7;7;7;2;2;2;4;4;4
6851;7;7;7;3;3;3;7;7;7;1;1;1;4;4;4
6861;7;7;7;7;7;7;7;7;7;4;4;4;5;5;5
6872;4;4;4;3;3;3;2;2;2;5;5;5;3;3;3
6882;3;3;3;5;5;5;10;10;10;2;2;2;8;8;8
6892;6;6;6;8;8;8;5;5;5;5;5;5;6;6;6
6902;2;2;2;4;4;4;1;1;1;3;3;3;1;1;1
6912;6;6;6;6;6;6;5;5;5;5;5;5;3;3;3
6923;3;3;3;6;6;6;1;1;1;4;4;4;7;7;7
6933;4;4;4;7;7;7;2;2;2;3;3;3;6;6;6
6943;2;2;2;6;6;6;1;1;1;5;5;5;9;9;9
6953;9;9;9;7;7;7;2;2;2;5;5;5;8;8;8
6963;3;3;3;7;7;7;9;9;9;1;1;1;6;6;6
6974;9;9;9;5;5;5;8;8;8;4;4;4;6;6;6
6984;5;5;5;5;5;5;9;9;9;5;5;5;5;5;5
6994;6;6;6;6;6;6;4;4;4;6;6;6;2;2;2
7004;3;3;3;6;6;6;4;4;4;5;5;5;8;8;8
7014;5;5;5;8;8;8;6;6;6;1;1;1;3;3;3
7025;7;7;7;8;8;8;2;2;2;6;6;6;2;2;2
7035;4;4;4;3;3;3;8;8;8;3;3;3;5;5;5
7045;8;8;8;8;8;8;0;0;0;7;7;7;0;0;0
7055;3;3;3;5;5;5;1;1;1;6;6;6;9;9;9
7065;4;4;4;3;3;3;5;5;5;4;4;4;9;9;9
7075;8;8;8;5;5;5;5;5;5;4;4;4;4;4;4
7085;4;4;4;4;4;4;2;2;2;2;2;2;4;4;4
7095;6;6;6;3;3;3;3;3;3;2;2;2;10;10;10
7105;5;5;5;6;6;6;9;9;9;5;5;5;7;7;7
7115;8;8;8;6;6;6;6;6;6;4;4;4;7;7;7
7126;6;6;6;4;4;4;9;9;9;2;2;2;3;3;3
7136;3;3;3;9;9;9;6;6;6;3;3;3;5;5;5
7146;5;5;5;7;7;7;6;6;6;2;2;2;8;8;8
7156;5;5;5;7;7;7;7;7;7;4;4;4;8;8;8
7166;5;5;5;6;6;6;6;6;6;5;5;5;4;4;4
7177;6;6;6;4;4;4;5;5;5;5;5;5;3;3;3
7187;4;4;4;10;10;10;5;5;5;3;3;3;5;5;5
7197;3;3;3;6;6;6;6;6;6;2;2;2;7;7;7
7207;5;5;5;3;3;3;9;9;9;6;6;6;10;10;10
7217;4;4;4;8;8;8;5;5;5;3;3;3;3;3;3
7228;5;5;5;6;6;6;10;10;10;5;5;5;5;5;5
7238;6;6;6;5;5;5;4;4;4;5;5;5;6;6;6
7248;6;6;6;8;8;8;5;5;5;3;3;3;3;3;3
7258;3;3;3;8;8;8;8;8;8;1;1;1;10;10;10
7268;2;2;2;8;8;8;7;7;7;4;4;4;10;10;10
7279;2;2;2;5;5;5;6;6;6;3;3;3;6;6;6
7289;4;4;4;6;6;6;0;0;0;0;0;0;5;5;5
7299;3;3;3;5;5;5;3;3;3;8;8;8;8;8;8
7309;3;3;3;3;3;3;2;2;2;4;4;4;4;4;4
7319;7;7;7;7;7;7;6;6;6;2;2;2;8;8;8
7330;3;3;3;7;7;7;9;9;9;3;3;3;11;11;11
7340;2;2;2;5;5;5;8;8;8;3;3;3;10;10;10
7350;7;7;7;5;5;5;8;8;8;1;1;1;8;8;8
7360;5;5;5;5;5;5;6;6;6;3;3;3;10;10;10
7370;4;4;4;6;6;6;3;3;3;2;2;2;9;9;9
7381;3;3;3;6;6;6;9;9;9;1;1;1;7;7;7
7391;2;2;2;8;8;8;2;2;2;3;3;3;6;6;6
7401;4;4;4;7;7;7;4;4;4;5;5;5;5;5;5
7411;4;4;4;8;8;8;8;8;8;1;1;1;9;9;9
7421;4;4;4;6;6;6;7;7;7;3;3;3;4;4;4
7432;8;8;8;7;7;7;5;5;5;4;4;4;9;9;9
7442;4;4;4;4;4;4;8;8;8;3;3;3;5;5;5
7452;3;3;3;6;6;6;10;10;10;3;3;3;6;6;6
7462;6;6;6;4;4;4;6;6;6;4;4;4;6;6;6
7472;2;2;2;5;5;5;10;10;10;4;4;4;6;6;6
7483;5;5;5;6;6;6;4;4;4;1;1;1;5;5;5
7493;5;5;5;6;6;6;11;11;11;1;1;1;6;6;6
7503;5;5;5;6;6;6;9;9;9;6;6;6;3;3;3
7513;6;6;6;4;4;4;11;11;11;4;4;4;6;6;6
7523;2;2;2;6;6;6;2;2;2;5;5;5;12;12;12
7534;5;5;5;4;4;4;4;4;4;2;2;2;2;2;2
7544;3;3;3;8;8;8;8;8;8;6;6;6;7;7;7
7554;7;7;7;6;6;6;3;3;3;6;6;6;6;6;6
7564;4;4;4;4;4;4;8;8;8;5;5;5;4;4;4
7574;9;9;9;4;4;4;4;4;4;1;1;1;3;3;3
7584;2;2;2;4;4;4;8;8;8;2;2;2;8;8;8
7594;3;3;3;6;6;6;7;7;7;4;4;4;10;10;10
7604;5;5;5;5;5;5;2;2;2;4;4;4;11;11;11
7614;6;6;6;5;5;5;4;4;4;4;4;4;4;4;4
7624;2;2;2;8;8;8;2;2;2;5;5;5;4;4;4
7635;1;1;1;3;3;3;4;4;4;7;7;7;6;6;6
7645;5;5;5;4;4;4;7;7;7;2;2;2;6;6;6
7655;3;3;3;5;5;5;6;6;6;4;4;4;7;7;7
7665;4;4;4;3;3;3;3;3;3;2;2;2;9;9;9
7675;3;3;3;4;4;4;2;2;2;5;5;5;9;9;9
7686;4;4;4;3;3;3;6;6;6;6;6;6;9;9;9
7696;4;4;4;6;6;6;3;3;3;4;4;4;10;10;10
7706;1;1;1;6;6;6;6;6;6;4;4;4;10;10;10
7716;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4
7726;1;1;1;6;6;6;2;2;2;5;5;5;10;10;10
7737;2;2;2;3;3;3;2;2;2;4;4;4;7;7;7
7747;6;6;6;3;3;3;6;6;6;4;4;4;2;2;2
7757;4;4;4;4;4;4;6;6;6;5;5;5;6;6;6
7767;3;3;3;6;6;6;3;3;3;2;2;2;11;11;11
7777;3;3;3;3;3;3;2;2;2;4;4;4;8;8;8
7788;3;3;3;7;7;7;6;6;6;7;7;7;8;8;8
7798;2;2;2;5;5;5;3;3;3;5;5;5;5;5;5
7808;3;3;3;5;5;5;1;1;1;5;5;5;7;7;7
7818;4;4;4;5;5;5;2;2;2;5;5;5;8;8;8
7828;1;1;1;6;6;6;1;1;1;2;2;2;8;8;8
7839;4;4;4;9;9;9;7;7;7;2;2;2;7;7;7
7849;5;5;5;6;6;6;2;2;2;3;3;3;7;7;7
7859;1;1;1;6;6;6;1;1;1;4;4;4;9;9;9
7869;4;4;4;5;5;5;2;2;2;2;2;2;10;10;10
7879;3;3;3;3;3;3;5;5;5;8;8;8;5;5;5
7890;5;5;5;2;2;2;2;2;2;3;3;3;7;7;7
7900;4;4;4;1;1;1;2;2;2;6;6;6;7;7;7
7910;4;4;4;6;6;6;2;2;2;4;4;4;10;10;10
7920;6;6;6;2;2;2;2;2;2;4;4;4;9;9;9
7930;6;6;6;4;4;4;5;5;5;8;8;8;10;10;10
7941;5;5;5;3;3;3;6;6;6;2;2;2;8;8;8
7951;5;5;5;7;7;7;8;8;8;6;6;6;8;8;8
7961;3;3;3;7;7;7;2;2;2;3;3;3;6;6;6
7971;4;4;4;5;5;5;3;3;3;3;3;3;10;10;10
7981;3;3;3;6;6;6;5;5;5;7;7;7;9;9;9
7992;5;5;5;3;3;3;9;9;9;1;1;1;8;8;8
8002;5;5;5;6;6;6;2;2;2;5;5;5;10;10;10
8012;7;7;7;4;4;4;6;6;6;3;3;3;5;5;5
8022;4;4;4;2;2;2;6;6;6;3;3;3;10;10;10
8032;3;3;3;7;7;7;3;3;3;3;3;3;9;9;9
8043;7;7;7;3;3;3;2;2;2;1;1;1;7;7;7
8053;5;5;5;7;7;7;7;7;7;3;3;3;13;13;13
8063;4;4;4;4;4;4;4;4;4;4;4;4;7;7;7
8073;5;5;5;7;7;7;5;5;5;4;4;4;10;10;10
8083;7;7;7;2;2;2;8;8;8;3;3;3;6;6;6
8093;3;3;3;4;4;4;6;6;6;7;7;7;11;11;11
8103;2;2;2;3;3;3;6;6;6;6;6;6;8;8;8
8113;3;3;3;3;3;3;5;5;5;4;4;4;12;12;12
8123;3;3;3;4;4;4;6;6;6;2;2;2;12;12;12
8133;4;4;4;5;5;5;8;8;8;1;1;1;5;5;5
8144;2;2;2;6;6;6;4;4;4;4;4;4;10;10;10
8154;4;4;4;2;2;2;6;6;6;8;8;8;7;7;7
8164;1;1;1;9;9;9;3;3;3;3;3;3;6;6;6
8174;7;7;7;3;3;3;1;1;1;1;1;1;10;10;10
